variant,question,expected_no_answer,question_type,difficulty,knowledge_scope,crag_action,hit,mrr,recall,precision,correctness,faithfulness,relevance,fallback_appropriate,hallucination,issue_type,summary
"SYSTEM","用于火车磁条充磁的设备是什么？采购了几台？",false,"material","medium","finance_kb","ANSWER",1.0,1.0,1.0,0.3333333333333333,5,5,5,true,false,"none","回答完全正确且忠于证据"
"BASELINE_A","学生证相关耗材（如防伪注册标签）的单价是多少？",false,"material","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","学生证相关耗材（如防伪注册标签）的单价是多少？",false,"material","easy","finance_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"SYSTEM","学生证相关耗材（如防伪注册标签）的单价是多少？",false,"material","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答错误，标准答案明确为0.6元"
"BASELINE_A","2025年春季学期学生党建创新基金申报材料的截止提交时间是什么时候？",false,"time","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","2025年春季学期学生党建创新基金申报材料的截止提交时间是什么时候？",false,"time","easy","academic_kb","ANSWER",1.0,0.25,1.0,0.2,5,5,5,true,false,"none","回答准确、忠实证据、完整相关"
"SYSTEM","2025年春季学期学生党建创新基金申报材料的截止提交时间是什么时候？",false,"time","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,4,1,false,false,"retrieval","应答错误，实际有标准答案"
"BASELINE_A","申报2025年春季学期学生党建创新基金需要提交哪些文件？",false,"material","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,3,false,true,"generation","回答完全偏离标准答案，虚构文件名称和要求"
"BASELINE_B","申报2025年春季学期学生党建创新基金需要提交哪些文件？",false,"material","medium","academic_kb","ANSWER",1.0,0.25,1.0,0.2,5,5,5,true,false,"none","回答完全匹配标准答案且忠于证据"
"SYSTEM","申报2025年春季学期学生党建创新基金需要提交哪些文件？",false,"material","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,2,false,true,"generation","回答完全偏离，编造大量无关申报材料"
"BASELINE_A","负责2025年春季学期学生党建创新基金申报工作的联系人及电话有哪些？",false,"contact","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到信息，错误拒答"
"BASELINE_B","负责2025年春季学期学生党建创新基金申报工作的联系人及电话有哪些？",false,"contact","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","负责2025年春季学期学生党建创新基金申报工作的联系人及电话有哪些？",false,"contact","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索未覆盖关键信息，应答错误拒答"
"BASELINE_A","杨圣哲同学的派驻起止时间是什么时候？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但未作回答，错误兜底"
"BASELINE_B","杨圣哲同学的派驻起止时间是什么时候？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，未找到但标准答案存在"
"SYSTEM","杨圣哲同学的派驻起止时间是什么时候？",false,"time","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致拒答"
"BASELINE_A","李子民同学被学院评定为哪一级关心关爱等级？依据是什么？",false,"eligibility","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","李子民同学被学院评定为哪一级关心关爱等级？依据是什么？",false,"eligibility","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到李子民相关信息"
"SYSTEM","李子民同学被学院评定为哪一级关心关爱等级？依据是什么？",false,"eligibility","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到李子民关爱等级信息"
"BASELINE_A","张立鑫同学2024年秋季学期的心理普查结果属于哪一类？学院是否将其纳入关心关爱台账？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败导致无法作答"
"BASELINE_B","张立鑫同学2024年秋季学期的心理普查结果属于哪一类？学院是否将其纳入关心关爱台账？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","张立鑫同学2024年秋季学期的心理普查结果属于哪一类？学院是否将其纳入关心关爱台账？",false,"procedure","medium","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致错误拒答"
"BASELINE_A","浙江省自然科学基金重大项目申请人需要满足哪些基本条件？",false,"eligibility","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","浙江省自然科学基金重大项目申请人需要满足哪些基本条件？",false,"eligibility","medium","research_kb","ANSWER",1.0,1.0,1.0,0.2,1,1,1,false,false,"retrieval","应答错误，实际有相关证据"
"SYSTEM","浙江省自然科学基金重大项目申请人需要满足哪些基本条件？",false,"eligibility","medium","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全符合标准答案且忠于证据"
"BASELINE_A","浙江省自然科学基金由哪个部门主管？具体负责组织实施的是哪个机构？",false,"contact","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答但错误兜底，实际可回答"
"BASELINE_B","浙江省自然科学基金由哪个部门主管？具体负责组织实施的是哪个机构？",false,"contact","easy","research_kb","ANSWER",1.0,1.0,1.0,0.2,5,5,5,true,false,"none","回答完全准确且忠于证据"
"SYSTEM","浙江省自然科学基金由哪个部门主管？具体负责组织实施的是哪个机构？",false,"contact","easy","research_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,4,5,true,true,"generation","答案主体正确，但编造了‘省基金办’职责"
"BASELINE_A","浙江省自然科学基金的资金来源有哪些？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","浙江省自然科学基金的资金来源有哪些？",false,"policy","medium","research_kb","ANSWER",1.0,1.0,1.0,0.2,3,2,5,false,true,"generation","回答编造了联合基金出资额、冠名权及出资比例等细节"
"SYSTEM","浙江省自然科学基金的资金来源有哪些？",false,"policy","medium","research_kb","ANSWER",1.0,0.5,1.0,0.2,1,1,1,false,false,"retrieval","应答错误，实际有相关证据"
"BASELINE_A","申请浙江省自然科学基金杰青项目，对申请人年龄和既往资助情况有哪些具体要求？",false,"eligibility","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","申请浙江省自然科学基金杰青项目，对申请人年龄和既往资助情况有哪些具体要求？",false,"eligibility","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"SYSTEM","申请浙江省自然科学基金杰青项目，对申请人年龄和既往资助情况有哪些具体要求？",false,"eligibility","medium","research_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,3,5,true,true,"generation","答案正确但编造了未检索到的条件"
"BASELINE_A","浙江省自然科学基金青基项目要求申请人具备哪些基本条件？",false,"eligibility","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","浙江省自然科学基金青基项目要求申请人具备哪些基本条件？",false,"eligibility","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"SYSTEM","浙江省自然科学基金青基项目要求申请人具备哪些基本条件？",false,"eligibility","easy","research_kb","ANSWER",1.0,0.3333333333333333,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全符合标准答案且忠于证据"
"BASELINE_A","联合基金项目中，出资额达到多少可获得冠名权？冠名格式有何规定？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","联合基金项目中，出资额达到多少可获得冠名权？冠名格式有何规定？",false,"policy","medium","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全准确且忠于证据"
"SYSTEM","联合基金项目中，出资额达到多少可获得冠名权？冠名格式有何规定？",false,"policy","medium","research_kb","ANSWER",1.0,0.5,1.0,0.25,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"BASELINE_A","国新院图书馆的馆际互借服务能借到哪些类型的文献？",false,"material","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答而未答，错误兜底"
"BASELINE_B","国新院图书馆的馆际互借服务能借到哪些类型的文献？",false,"material","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,true,"generation","正确列出中外文图书和期刊论文，但虚构了不存在的‘三环—学院路联合体’信息"
"SYSTEM","国新院图书馆的馆际互借服务能借到哪些类型的文献？",false,"material","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回有效证据"
"BASELINE_A","申请馆际互借前，读者需要先在国新院图书馆做什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答编造流程，与标准答案不符"
"BASELINE_B","申请馆际互借前，读者需要先在国新院图书馆做什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确且完全依据证据"
"SYSTEM","申请馆际互借前，读者需要先在国新院图书馆做什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关答案"
"BASELINE_A","馆际互借产生的物流费用由谁承担？",false,"policy","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误，费用应由图书馆承担"
"BASELINE_B","馆际互借产生的物流费用由谁承担？",false,"policy","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,2,5,true,true,"generation","答案正确但编造证据出处"
"SYSTEM","馆际互借产生的物流费用由谁承担？",false,"policy","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索失败，未找到相关证据"
"BASELINE_A","‘空间科学新生研讨课’这门课的课程代码是多少？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","检索失败导致未回答课程代码"
"BASELINE_B","‘空间科学新生研讨课’这门课的课程代码是多少？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,5,1,5,true,true,"generation","答案正确但无证据支持，存在幻觉"
"SYSTEM","‘空间科学新生研讨课’这门课的课程代码是多少？",false,"material","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","课程代码准确，信息忠于证据"
"BASELINE_A","‘环境与可持续发展’这门新生研讨课的学分和学时分别是多少？",false,"time","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,5,false,true,"generation","回答错误且存在幻觉"
"BASELINE_B","‘环境与可持续发展’这门新生研讨课的学分和学时分别是多少？",false,"time","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,true,"generation","编造不存在的课程信息"
"SYSTEM","‘环境与可持续发展’这门新生研讨课的学分和学时分别是多少？",false,"time","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,2,5,true,true,"generation","学分学时正确，但编造学院和课程代码"
"BASELINE_A","开设‘密码的奥秘’这门新生研讨课的是哪个学院？",false,"eligibility","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,5,false,true,"generation","回答错误且编造学院信息"
"BASELINE_B","开设‘密码的奥秘’这门新生研讨课的是哪个学院？",false,"eligibility","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，未检索到关键信息"
"SYSTEM","开设‘密码的奥秘’这门新生研讨课的是哪个学院？",false,"eligibility","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,1,1,5,false,true,"generation","答案错误且编造证据"
"BASELINE_A","教师师德失范被取消教师资格后，还会受到哪些处理？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","教师师德失范被取消教师资格后，还会受到哪些处理？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回任何有效证据"
"SYSTEM","教师师德失范被取消教师资格后，还会受到哪些处理？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败，未找到相关证据"
"BASELINE_A","师德表现突出的教师在哪些工作中会被优先考虑？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,3,1,4,false,true,"generation","回答内容详实但严重虚构，无证据支撑"
"BASELINE_B","师德表现突出的教师在哪些工作中会被优先考虑？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","师德表现突出的教师在哪些工作中会被优先考虑？",false,"policy","easy","affairs_kb","ANSWER",1.0,1.0,1.0,0.25,5,5,5,true,false,"none","回答完全匹配标准答案且忠于证据"
"BASELINE_A","《师德规范及管理办法（试行）》由哪个部门负责解释？",false,"contact","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误且编造解释部门"
"BASELINE_B","《师德规范及管理办法（试行）》由哪个部门负责解释？",false,"contact","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关文档"
"SYSTEM","《师德规范及管理办法（试行）》由哪个部门负责解释？",false,"contact","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误且编造解释部门"
"BASELINE_A","学生制作一条4分15秒的视频，基础补贴是多少元？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","学生制作一条4分15秒的视频，基础补贴是多少元？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到补贴标准信息"
"SYSTEM","学生制作一条4分15秒的视频，基础补贴是多少元？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到视频补贴相关证据"
"BASELINE_A","一条视频获得650个爱心，其奖励部分补贴总额是多少元？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"fallback","应答却错误兜底"
"BASELINE_B","一条视频获得650个爱心，其奖励部分补贴总额是多少元？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到奖励补贴计算规则"
"SYSTEM","一条视频获得650个爱心，其奖励部分补贴总额是多少元？",false,"procedure","medium","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"fallback","应答却错误兜底"
"BASELINE_A","视频补贴的阅读量和点赞量统计截止时间是什么时候？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无证据，错误拒答"
"BASELINE_B","视频补贴的阅读量和点赞量统计截止时间是什么时候？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关答案"
"SYSTEM","视频补贴的阅读量和点赞量统计截止时间是什么时候？",false,"time","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,false,"retrieval","应答但无检索证据支持"
"BASELINE_A","杭州市北京航空航天大学国际创新研究院的购汇多余款退汇账户开户行名称和账号是多少？",false,"material","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","杭州市北京航空航天大学国际创新研究院的购汇多余款退汇账户开户行名称和账号是多少？",false,"material","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,false,"none","回答正确且相关，但证据未直接支持来源描述"
"SYSTEM","杭州市北京航空航天大学国际创新研究院的购汇多余款退汇账户开户行名称和账号是多少？",false,"material","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确完整，与证据一致"
"BASELINE_A","杭州市北京航空航天大学国际创新研究院（北京航空航天大学国际创新学院）的银行账户户名全称是什么？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"fallback","应答但未作答，错误拒答"
"BASELINE_B","杭州市北京航空航天大学国际创新研究院（北京航空航天大学国际创新学院）的银行账户户名全称是什么？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","杭州市北京航空航天大学国际创新研究院（北京航空航天大学国际创新学院）的银行账户户名全称是什么？",false,"material","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"BASELINE_A","本科生在国新院图书馆最多能借几本外文图书？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,5,false,true,"generation","回答错误且编造借阅数量"
"BASELINE_B","本科生在国新院图书馆最多能借几本外文图书？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确且完全依据证据"
"SYSTEM","本科生在国新院图书馆最多能借几本外文图书？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答错误，标准答案为1册"
"BASELINE_A","如果借的书到期日正好是寒假期间，最晚什么时候必须还书？",false,"time","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答编造顺延至第10教学日，与标准答案‘开学第一周内’矛盾"
"BASELINE_B","如果借的书到期日正好是寒假期间，最晚什么时候必须还书？",false,"time","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,3,5,true,true,"generation","答案正确但编造了顺延规则"
"SYSTEM","如果借的书到期日正好是寒假期间，最晚什么时候必须还书？",false,"time","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到寒假还书政策"
"BASELINE_A","预约的图书到馆后没及时取，会有什么后果？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答与标准答案完全矛盾，且无证据支持"
"BASELINE_B","预约的图书到馆后没及时取，会有什么后果？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,5,false,true,"generation","编造‘5天取书期’和‘自动退回’，证据未支持"
"SYSTEM","预约的图书到馆后没及时取，会有什么后果？",false,"procedure","medium","affairs_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答但错误兜底"
"BASELINE_A","校外人员劳务报酬收入的个人所得税适用什么税率？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答但未作答，错误兜底"
"BASELINE_B","校外人员劳务报酬收入的个人所得税适用什么税率？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,2,3,false,true,"generation","回答严重偏离标准答案，编造多级税率表"
"SYSTEM","校外人员劳务报酬收入的个人所得税适用什么税率？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,2,4,false,true,"generation","回答编造了劳务报酬预扣率表，与证据和标准答案均不符"
"BASELINE_A","校外人员劳务申报单据最晚应在每月什么时候提交至财务处，才能避免跨月计税？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,5,false,true,"generation","回答错误且编造关键日期"
"BASELINE_B","校外人员劳务申报单据最晚应在每月什么时候提交至财务处，才能避免跨月计税？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关制度依据"
"SYSTEM","校外人员劳务申报单据最晚应在每月什么时候提交至财务处，才能避免跨月计税？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误，将‘最后一个工作日’误为‘17日’"
"BASELINE_A","根据《中华人民共和国个人所得税法》，如何判定校外人员属于居民个人还是非居民个人？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未作答，检索失败"
"BASELINE_B","根据《中华人民共和国个人所得税法》，如何判定校外人员属于居民个人还是非居民个人？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合税法规定，准确清晰"
"SYSTEM","根据《中华人民共和国个人所得税法》，如何判定校外人员属于居民个人还是非居民个人？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关法条"
"BASELINE_A","杭州北航国际创新研究院的梦拓每学期需要开展几次面对面交流活动？每次活动后要提交哪些材料？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败导致未作答"
"BASELINE_B","杭州北航国际创新研究院的梦拓每学期需要开展几次面对面交流活动？每次活动后要提交哪些材料？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关答案"
"SYSTEM","杭州北航国际创新研究院的梦拓每学期需要开展几次面对面交流活动？每次活动后要提交哪些材料？",false,"procedure","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,true,"generation","次数正确，但材料细节编造"
"BASELINE_A","担任杭州北航国际创新研究院特殊梦拓需要满足哪些基本条件？",false,"eligibility","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答严重偏离标准答案且编造细节"
"BASELINE_B","担任杭州北航国际创新研究院特殊梦拓需要满足哪些基本条件？",false,"eligibility","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关条件信息"
"SYSTEM","担任杭州北航国际创新研究院特殊梦拓需要满足哪些基本条件？",false,"eligibility","medium","integrated_kb","ANSWER",1.0,0.3333333333333333,1.0,0.16666666666666666,5,4,5,true,true,"generation","答案基本正确但存在细节编造"
"BASELINE_A","杭州北航国际创新研究院为梦拓小组提供的活动经费标准是多少？优秀梦拓会获得什么额外激励？",false,"policy","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","经费与激励金额均编造，严重失实"
"BASELINE_B","杭州北航国际创新研究院为梦拓小组提供的活动经费标准是多少？优秀梦拓会获得什么额外激励？",false,"policy","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关经费标准信息"
"SYSTEM","杭州北航国际创新研究院为梦拓小组提供的活动经费标准是多少？优秀梦拓会获得什么额外激励？",false,"policy","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误，实际有标准答案"
"BASELINE_A","2026年春季学期，由美育中心开设的1.5学分课程中，有哪些课程名称里含有‘戏剧’二字？",false,"material","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","2026年春季学期，由美育中心开设的1.5学分课程中，有哪些课程名称里含有‘戏剧’二字？",false,"material","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","编造两门不存在的戏剧类课程"
"SYSTEM","2026年春季学期，由美育中心开设的1.5学分课程中，有哪些课程名称里含有‘戏剧’二字？",false,"material","medium","academic_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,1,1,3,false,true,"generation","回答全为编造，证据中无任何含‘戏剧’的美育中心课程"
"BASELINE_A","课程编号B520026061对应的课程名称是什么？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败导致未答出正确课程名"
"BASELINE_B","课程编号B520026061对应的课程名称是什么？",false,"material","easy","academic_kb","ANSWER",1.0,0.25,1.0,0.2,5,5,5,true,false,"none","回答准确且完全依据证据"
"SYSTEM","课程编号B520026061对应的课程名称是什么？",false,"material","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,3,5,true,true,"generation","答案正确但证据未支持课程名称"
"BASELINE_A","‘走近非遗’这门课的课程编号是多少？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但错误兜底，漏答课程编号"
"BASELINE_B","‘走近非遗’这门课的课程编号是多少？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,1,false,false,"retrieval","应答错误，未找到但应存在"
"SYSTEM","‘走近非遗’这门课的课程编号是多少？",false,"material","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到课程编号"
"BASELINE_A","北航大四本科生如果要在杭州北航国际创新研究院做毕业设计，除了填写派驻申请表外，还需要提供什么材料？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,3,false,true,"generation","回答完全编造，无证据支持"
"BASELINE_B","北航大四本科生如果要在杭州北航国际创新研究院做毕业设计，除了填写派驻申请表外，还需要提供什么材料？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关材料要求"
"SYSTEM","北航大四本科生如果要在杭州北航国际创新研究院做毕业设计，除了填写派驻申请表外，还需要提供什么材料？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,true,"generation","回答错误且编造建议材料"
"BASELINE_A","外校在读学生申请派驻到杭州北航国际创新研究院，对人身意外伤害保险有什么具体要求？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据，错误拒答"
"BASELINE_B","外校在读学生申请派驻到杭州北航国际创新研究院，对人身意外伤害保险有什么具体要求？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答有答案却错误拒答"
"SYSTEM","外校在读学生申请派驻到杭州北航国际创新研究院，对人身意外伤害保险有什么具体要求？",false,"policy","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到保险要求相关文档"
"BASELINE_A","杭州北航国际创新研究院是否接受已毕业学生的派驻申请？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答错误，未给出明确否定答案"
